date,product_id,stock_on_hand
2023-10-01,PRD1031,6369
2023-10-01,PRD1032,2474
2023-10-01,PRD1033,3302
2023-10-01,PRD1034,6632
2023-10-01,PRD1035,2086
2023-10-01,PRD1036,3945
2023-10-01,PRD1037,5634
2023-10-01,PRD1038,8072
2023-10-01,PRD1039,8260
2023-10-01,PRD1040,2157
2023-10-01,PRD1041,3397
2023-10-01,PRD1042,2182
2023-10-01,PRD1043,5420
2023-10-01,PRD1044,6590
2023-10-01,PRD1045,7512
2023-10-01,PRD1046,3681
2023-10-01,PRD1047,8176
2023-10-01,PRD1048,7055
2023-10-01,PRD1049,694
2023-10-08,PRD1000,2539
2023-10-08,PRD1001,696
2023-10-08,PRD1002,7705
2023-10-08,PRD1003,3497
2023-10-08,PRD1004,9520
2023-10-08,PRD1005,617
2023-10-08,PRD1006,9458
2023-10-08,PRD1007,6325
2023-10-08,PRD1008,6404
2023-10-08,PRD1009,3414
2023-10-08,PRD1010,2877
2023-10-08,PRD1011,555
2023-10-08,PRD1012,3533
2023-10-08,PRD1013,2368
2023-10-08,PRD1014,9148
2023-10-08,PRD1015,2802
2023-10-08,PRD1016,7819
2023-10-08,PRD1017,3873
2023-10-08,PRD1018,4432
2023-10-08,PRD1019,2070
2023-10-08,PRD1020,8127
2023-10-08,PRD1021,8504
2023-10-08,PRD1022,9753
2023-10-08,PRD1023,9276
2023-10-08,PRD1024,2025
2023-10-08,PRD1025,5579
2023-10-08,PRD1026,2003
2023-10-08,PRD1027,495
2023-10-08,PRD1028,1423
2023-10-08,PRD1029,2540
2023-10-08,PRD1030,2897
2023-10-08,PRD1031,6318
2023-10-08,PRD1032,8919
2023-10-08,PRD1033,7154
2023-10-08,PRD1034,7871
2023-10-08,PRD1035,2568
2023-10-08,PRD1036,3295
2023-10-08,PRD1037,1972
2023-10-08,PRD1038,2072
2023-10-08,PRD1039,7691
2023-10-08,PRD1040,7333
2023-10-08,PRD1041,7671
2023-10-08,PRD1042,6431
2023-10-08,PRD1043,9512
2023-10-08,PRD1044,2980
2023-10-08,PRD1045,8047
2023-10-08,PRD1046,4371
2023-10-08,PRD1047,1109
2023-10-08,PRD1048,8726
2023-10-08,PRD1049,651
2023-10-15,PRD1000,7718
2023-10-15,PRD1001,6254
2023-10-15,PRD1002,8632
2023-10-15,PRD1003,7916
2023-10-15,PRD1004,3529
2023-10-15,PRD1005,9694
2023-10-15,PRD1006,5953
2023-10-15,PRD1007,4232
2023-10-15,PRD1008,3632
2023-10-15,PRD1009,5816
2023-10-15,PRD1010,2169
2023-10-15,PRD1011,1067
2023-10-15,PRD1012,9662
2023-10-15,PRD1013,376
2023-10-15,PRD1014,2875
2023-10-15,PRD1015,999
2023-10-15,PRD1016,4964
2023-10-15,PRD1017,4511
2023-10-15,PRD1018,3246
2023-10-15,PRD1019,2361
2023-10-15,PRD1020,318
2023-10-15,PRD1021,9500
2023-10-15,PRD1022,9302
2023-10-15,PRD1023,6293
2023-10-15,PRD1024,8052
2023-10-15,PRD1025,9986
2023-10-15,PRD1026,557
2023-10-15,PRD1027,9852
2023-10-15,PRD1028,7613
2023-10-15,PRD1029,8885
2023-10-15,PRD1030,6726
2023-10-15,PRD1031,9680
2023-10-15,PRD1032,8855
2023-10-15,PRD1033,6707
2023-10-15,PRD1034,6577
2023-10-15,PRD1035,6732
2023-10-15,PRD1036,2155
2023-10-15,PRD1037,2738
2023-10-15,PRD1038,3187
2023-10-15,PRD1039,4037
2023-10-15,PRD1040,5572
2023-10-15,PRD1041,8934
2023-10-15,PRD1042,6494
2023-10-15,PRD1043,7360
2023-10-15,PRD1044,9384
2023-10-15,PRD1045,3736
2023-10-15,PRD1046,4472
2023-10-15,PRD1047,6233
2023-10-15,PRD1048,8147
2023-10-15,PRD1049,8665
2023-10-22,PRD1000,2842
2023-10-22,PRD1001,9453
2023-10-22,PRD1002,4802
2023-10-22,PRD1003,5724
2023-10-22,PRD1004,9814
2023-10-22,PRD1005,4827
2023-10-22,PRD1006,6327
2023-10-22,PRD1007,868
2023-10-22,PRD1008,1768
2023-10-22,PRD1009,6317
2023-10-22,PRD1010,6143
2023-10-22,PRD1011,3878
2023-10-22,PRD1012,9574
2023-10-22,PRD1013,672
2023-10-22,PRD1014,5123
2023-10-22,PRD1015,8955
2023-10-22,PRD1016,9767
2023-10-22,PRD1017,4848
2023-10-22,PRD1018,3306
2023-10-22,PRD1019,9369
2023-10-22,PRD1020,8404
2023-10-22,PRD1021,7436
2023-10-22,PRD1022,3902
2023-10-22,PRD1023,9669
2023-10-22,PRD1024,2892
2023-10-22,PRD1025,5821
2023-10-22,PRD1026,4893
2023-10-22,PRD1027,7569
2023-10-22,PRD1028,6449
2023-10-22,PRD1029,5164
2023-10-22,PRD1030,9507
2023-10-22,PRD1031,3258
2023-10-22,PRD1032,2613
2023-10-22,PRD1033,2461
2023-10-22,PRD1034,930
2023-10-22,PRD1035,1952
2023-10-22,PRD1036,2082
2023-10-22,PRD1037,6713
2023-10-22,PRD1038,653
2023-10-22,PRD1039,1690
2023-10-22,PRD1040,7096
2023-10-22,PRD1041,8399
2023-10-22,PRD1042,8814
2023-10-22,PRD1043,7249
2023-10-22,PRD1044,9168
2023-10-22,PRD1045,9950
2023-10-22,PRD1046,3600
2023-10-22,PRD1047,1375
2023-10-22,PRD1048,8139
2023-10-22,PRD1049,6692
2023-10-29,PRD1000,9174
2023-10-29,PRD1001,6579
2023-10-29,PRD1002,3691
2023-10-29,PRD1003,1223
2023-10-29,PRD1004,4381
2023-10-29,PRD1005,613
2023-10-29,PRD1006,1434
2023-10-29,PRD1007,3713
2023-10-29,PRD1008,7645
2023-10-29,PRD1009,5561
2023-10-29,PRD1010,9102
2023-10-29,PRD1011,6814
2023-10-29,PRD1012,6396
2023-10-29,PRD1013,7685
2023-10-29,PRD1014,2338
2023-10-29,PRD1015,9017
2023-10-29,PRD1016,3546
2023-10-29,PRD1017,9077
2023-10-29,PRD1018,5282
2023-10-29,PRD1019,5839
2023-10-29,PRD1020,496
2023-10-29,PRD1021,6877
2023-10-29,PRD1022,2809
2023-10-29,PRD1023,6792
2023-10-29,PRD1024,9709
2023-10-29,PRD1025,2442
2023-10-29,PRD1026,8677
2023-10-29,PRD1027,1220
2023-10-29,PRD1028,6558
2023-10-29,PRD1029,3328
2023-10-29,PRD1030,6321
2023-10-29,PRD1031,8755
2023-10-29,PRD1032,6869
2023-10-29,PRD1033,5887
2023-10-29,PRD1034,6487
2023-10-29,PRD1035,6420
2023-10-29,PRD1036,8408
2023-10-29,PRD1037,912
2023-10-29,PRD1038,8458
2023-10-29,PRD1039,4231
2023-10-29,PRD1040,5732
2023-10-29,PRD1041,7477
2023-10-29,PRD1042,613
2023-10-29,PRD1043,8549
2023-10-29,PRD1044,4871
2023-10-29,PRD1045,8556
2023-10-29,PRD1046,8558
2023-10-29,PRD1047,779
2023-10-29,PRD1048,7069
2023-10-29,PRD1049,9076
2023-11-05,PRD1000,8535
2023-11-05,PRD1001,9334
2023-11-05,PRD1002,4362
2023-11-05,PRD1003,2649
2023-11-05,PRD1004,5802
2023-11-05,PRD1005,157
2023-11-05,PRD1006,5607
2023-11-05,PRD1007,9736
2023-11-05,PRD1008,6396
2023-11-05,PRD1009,5799
2023-11-05,PRD1010,3346
2023-11-05,PRD1011,4735
2023-11-05,PRD1012,1719
2023-11-05,PRD1013,1482
2023-11-05,PRD1014,4792
2023-11-05,PRD1015,2083
2023-11-05,PRD1016,7254
2023-11-05,PRD1017,1044
2023-11-05,PRD1018,5026
2023-11-05,PRD1019,653
2023-11-05,PRD1020,5775
2023-11-05,PRD1021,1546
2023-11-05,PRD1022,3094
2023-11-05,PRD1023,3086
2023-11-05,PRD1024,6938
2023-11-05,PRD1025,1530
2023-11-05,PRD1026,9219
2023-11-05,PRD1027,1973
2023-11-05,PRD1028,4840
2023-11-05,PRD1029,2874
2023-11-05,PRD1030,2705
2023-11-05,PRD1031,2476
2023-11-05,PRD1032,6424
2023-11-05,PRD1033,3964
2023-11-05,PRD1034,1521
2023-11-05,PRD1035,5198
2023-11-05,PRD1036,6883
2023-11-05,PRD1037,495
2023-11-05,PRD1038,4801
2023-11-05,PRD1039,7341
2023-11-05,PRD1040,6893
2023-11-05,PRD1041,2414
2023-11-05,PRD1042,1521
2023-11-05,PRD1043,3358
2023-11-05,PRD1044,8604
2023-11-05,PRD1045,7870
2023-11-05,PRD1046,4290
2023-11-05,PRD1047,5614
2023-11-05,PRD1048,4141
2023-11-05,PRD1049,262
2023-11-12,PRD1000,9704
2023-11-12,PRD1001,3539
2023-11-12,PRD1002,6938
2023-11-12,PRD1003,3930
2023-11-12,PRD1004,2707
2023-11-12,PRD1005,6788
2023-11-12,PRD1006,8149
2023-11-12,PRD1007,5392
2023-11-12,PRD1008,7861
2023-11-12,PRD1009,9439
2023-11-12,PRD1010,8259
2023-11-12,PRD1011,7115
2023-11-12,PRD1012,9522
2023-11-12,PRD1013,3503
2023-11-12,PRD1014,7215
2023-11-12,PRD1015,6923
2023-11-12,PRD1016,6679
2023-11-12,PRD1017,1401
2023-11-12,PRD1018,7688
2023-11-12,PRD1019,1408
2023-11-12,PRD1020,7498
2023-11-12,PRD1021,618
2023-11-12,PRD1022,9341
2023-11-12,PRD1023,8812
2023-11-12,PRD1024,2356
2023-11-12,PRD1025,5886
2023-11-12,PRD1026,4868
2023-11-12,PRD1027,5888
2023-11-12,PRD1028,867
2023-11-12,PRD1029,6002
2023-11-12,PRD1030,6407
2023-11-12,PRD1031,4677
2023-11-12,PRD1032,2705
2023-11-12,PRD1033,328
2023-11-12,PRD1034,6322
2023-11-12,PRD1035,9082
2023-11-12,PRD1036,6955
2023-11-12,PRD1037,6734
2023-11-12,PRD1038,6352
2023-11-12,PRD1039,859
2023-11-12,PRD1040,4476
2023-11-12,PRD1041,8783
2023-11-12,PRD1042,7574
2023-11-12,PRD1043,5598
2023-11-12,PRD1044,1234
2023-11-12,PRD1045,3158
2023-11-12,PRD1046,3400
2023-11-12,PRD1047,8443
2023-11-12,PRD1048,3855
2023-11-12,PRD1049,7431
2023-11-19,PRD1000,6691
2023-11-19,PRD1001,6427
2023-11-19,PRD1002,6214
2023-11-19,PRD1003,2215
2023-11-19,PRD1004,4258
2023-11-19,PRD1005,7730
2023-11-19,PRD1006,1686
2023-11-19,PRD1007,764
2023-11-19,PRD1008,2811
2023-11-19,PRD1009,9270
2023-11-19,PRD1010,2499
2023-11-19,PRD1011,3415
2023-11-19,PRD1012,1657
2023-11-19,PRD1013,1538
2023-11-19,PRD1014,9476
2023-11-19,PRD1015,6511
2023-11-19,PRD1016,938
2023-11-19,PRD1017,4776
2023-11-19,PRD1018,1718
2023-11-19,PRD1019,1200
2023-11-19,PRD1020,1216
2023-11-19,PRD1021,2515
2023-11-19,PRD1022,4428
2023-11-19,PRD1023,5859
2023-11-19,PRD1024,7927
2023-11-19,PRD1025,6945
2023-11-19,PRD1026,9554
2023-11-19,PRD1027,5877
2023-11-19,PRD1028,1787
2023-11-19,PRD1029,1564
2023-11-19,PRD1030,8131
2023-11-19,PRD1031,2859
2023-11-19,PRD1032,745
2023-11-19,PRD1033,4855
2023-11-19,PRD1034,2501
2023-11-19,PRD1035,2850
2023-11-19,PRD1036,4390
2023-11-19,PRD1037,714
2023-11-19,PRD1038,2059
2023-11-19,PRD1039,6828
2023-11-19,PRD1040,3028
2023-11-19,PRD1041,3647
2023-11-19,PRD1042,9139
2023-11-19,PRD1043,7547
2023-11-19,PRD1044,4929
2023-11-19,PRD1045,3787
2023-11-19,PRD1046,2452
2023-11-19,PRD1047,678
2023-11-19,PRD1048,8672
2023-11-19,PRD1049,8494
2023-11-26,PRD1000,2327
2023-11-26,PRD1001,2632
2023-11-26,PRD1002,1344
2023-11-26,PRD1003,5798
2023-11-26,PRD1004,4995
2023-11-26,PRD1005,6063
2023-11-26,PRD1006,7708
2023-11-26,PRD1007,8405
2023-11-26,PRD1008,5764
2023-11-26,PRD1009,8871
2023-11-26,PRD1010,5323
2023-11-26,PRD1011,9250
2023-11-26,PRD1012,9472
2023-11-26,PRD1013,1464
2023-11-26,PRD1014,6095
2023-11-26,PRD1015,8883
2023-11-26,PRD1016,126
2023-11-26,PRD1017,9690
2023-11-26,PRD1018,9193
2023-11-26,PRD1019,4706
2023-11-26,PRD1020,7355
2023-11-26,PRD1021,5373
2023-11-26,PRD1022,6167
2023-11-26,PRD1023,3256
2023-11-26,PRD1024,5668
2023-11-26,PRD1025,3373
2023-11-26,PRD1026,9120
2023-11-26,PRD1027,3853
2023-11-26,PRD1028,3796
2023-11-26,PRD1029,6634
2023-11-26,PRD1030,6435
2023-11-26,PRD1031,9194
2023-11-26,PRD1032,8190
2023-11-26,PRD1033,7873
2023-11-26,PRD1034,1333
2023-11-26,PRD1035,6192
2023-11-26,PRD1036,7725
2023-11-26,PRD1037,3815
2023-11-26,PRD1038,9650
2023-11-26,PRD1039,4187
2023-11-26,PRD1040,5928
2023-11-26,PRD1041,8300
2023-11-26,PRD1042,2500
2023-11-26,PRD1043,6085
2023-11-26,PRD1044,2000
2023-11-26,PRD1045,2661
2023-11-26,PRD1046,8951
2023-11-26,PRD1047,7864
2023-11-26,PRD1048,7776
2023-11-26,PRD1049,4305
2023-12-03,PRD1000,5049
2023-12-03,PRD1001,9157
2023-12-03,PRD1002,6389
2023-12-03,PRD1003,6371
2023-12-03,PRD1004,3936
2023-12-03,PRD1005,8255
2023-12-03,PRD1006,6045
2023-12-03,PRD1007,6605
2023-12-03,PRD1008,6318
2023-12-03,PRD1009,9833
2023-12-03,PRD1010,7404
2023-12-03,PRD1011,2726
2023-12-03,PRD1012,2820
2023-12-03,PRD1013,4204
2023-12-03,PRD1014,880
2023-12-03,PRD1015,9422
2023-12-03,PRD1016,4664
2023-12-03,PRD1017,1447
2023-12-03,PRD1018,6556
2023-12-03,PRD1019,2411
2023-12-03,PRD1020,4251
2023-12-03,PRD1021,4226
2023-12-03,PRD1022,9690
2023-12-03,PRD1023,1128
2023-12-03,PRD1024,9068
2023-12-03,PRD1025,2854
2023-12-03,PRD1026,8032
2023-12-03,PRD1027,6455
2023-12-03,PRD1028,9286
2023-12-03,PRD1029,7769
2023-12-03,PRD1030,4101
2023-12-03,PRD1031,578
2023-12-03,PRD1032,2652
2023-12-03,PRD1033,3357
2023-12-03,PRD1034,4440
2023-12-03,PRD1035,7398
2023-12-03,PRD1036,3435
2023-12-03,PRD1037,3493
2023-12-03,PRD1038,4180
2023-12-03,PRD1039,615
2023-12-03,PRD1040,7899
2023-12-03,PRD1041,3479
2023-12-03,PRD1042,6712
2023-12-03,PRD1043,4532
2023-12-03,PRD1044,8184
2023-12-03,PRD1045,8092
2023-12-03,PRD1046,8602
2023-12-03,PRD1047,8315
2023-12-03,PRD1048,6938
2023-12-03,PRD1049,7093
2023-12-10,PRD1000,6286
2023-12-10,PRD1001,3838
2023-12-10,PRD1002,9321
2023-12-10,PRD1003,7331
2023-12-10,PRD1004,8062
2023-12-10,PRD1005,7001
2023-12-10,PRD1006,9817
2023-12-10,PRD1007,3409
2023-12-10,PRD1008,1212
2023-12-10,PRD1009,977
2023-12-10,PRD1010,9340
2023-12-10,PRD1011,4560
2023-12-10,PRD1012,3831
2023-12-10,PRD1013,2175
2023-12-10,PRD1014,2365
2023-12-10,PRD1015,9398
2023-12-10,PRD1016,6455
2023-12-10,PRD1017,5929
2023-12-10,PRD1018,1084
2023-12-10,PRD1019,4462
2023-12-10,PRD1020,9769
2023-12-10,PRD1021,7282
2023-12-10,PRD1022,7514
2023-12-10,PRD1023,632
2023-12-10,PRD1024,7711
2023-12-10,PRD1025,4570
2023-12-10,PRD1026,4451
2023-12-10,PRD1027,6146
2023-12-10,PRD1028,7503
2023-12-10,PRD1029,4292
2023-12-10,PRD1030,8220
2023-12-10,PRD1031,9467
2023-12-10,PRD1032,1560
2023-12-10,PRD1033,7879
2023-12-10,PRD1034,8643
2023-12-10,PRD1035,4531
2023-12-10,PRD1036,9064
2023-12-10,PRD1037,1565
2023-12-10,PRD1038,884
2023-12-10,PRD1039,4130
2023-12-10,PRD1040,5650
2023-12-10,PRD1041,4876
2023-12-10,PRD1042,713
2023-12-10,PRD1043,8198
2023-12-10,PRD1044,9329
2023-12-10,PRD1045,5940
2023-12-10,PRD1046,7400
2023-12-10,PRD1047,2778
2023-12-10,PRD1048,5592
2023-12-10,PRD1049,1975
2023-12-17,PRD1000,2179
2023-12-17,PRD1001,1266
2023-12-17,PRD1002,431
2023-12-17,PRD1003,1014
2023-12-17,PRD1004,3944
2023-12-17,PRD1005,5378
2023-12-17,PRD1006,9368
2023-12-17,PRD1007,4175
2023-12-17,PRD1008,9810
2023-12-17,PRD1009,4636
2023-12-17,PRD1010,7241
2023-12-17,PRD1011,6824
2023-12-17,PRD1012,1837
2023-12-17,PRD1013,6894
2023-12-17,PRD1014,8036
2023-12-17,PRD1015,3660
2023-12-17,PRD1016,1370
2023-12-17,PRD1017,5704
2023-12-17,PRD1018,3620
2023-12-17,PRD1019,4163
2023-12-17,PRD1020,2621
2023-12-17,PRD1021,2585
2023-12-17,PRD1022,4489
2023-12-17,PRD1023,8329
2023-12-17,PRD1024,4032
2023-12-17,PRD1025,2961
2023-12-17,PRD1026,3787
2023-12-17,PRD1027,4488
2023-12-17,PRD1028,6418
2023-12-17,PRD1029,6240
2023-12-17,PRD1030,661
2023-12-17,PRD1031,6140
2023-12-17,PRD1032,5779
2023-12-17,PRD1033,5725
2023-12-17,PRD1034,3437
2023-12-17,PRD1035,2880
2023-12-17,PRD1036,185
2023-12-17,PRD1037,4637
2023-12-17,PRD1038,1872
2023-12-17,PRD1039,1997
2023-12-17,PRD1040,5049
2023-12-17,PRD1041,3474
2023-12-17,PRD1042,5075
2023-12-17,PRD1043,3119
2023-12-17,PRD1044,6254
2023-12-17,PRD1045,5679
2023-12-17,PRD1046,2922
2023-12-17,PRD1047,6017
2023-12-17,PRD1048,3632
2023-12-17,PRD1049,6432
2023-12-24,PRD1000,9614
2023-12-24,PRD1001,1952
2023-12-24,PRD1002,7971
2023-12-24,PRD1003,7512
2023-12-24,PRD1004,4250
2023-12-24,PRD1005,9088
2023-12-24,PRD1006,9218
2023-12-24,PRD1007,4397
2023-12-24,PRD1008,6601
2023-12-24,PRD1009,9239
2023-12-24,PRD1010,816
2023-12-24,PRD1011,1336
2023-12-24,PRD1012,1410
2023-12-24,PRD1013,1287
2023-12-24,PRD1014,2408
2023-12-24,PRD1015,8304
2023-12-24,PRD1016,2286
2023-12-24,PRD1017,4542
2023-12-24,PRD1018,8424
2023-12-24,PRD1019,9480
2023-12-24,PRD1020,5949
2023-12-24,PRD1021,9010
2023-12-24,PRD1022,8851
2023-12-24,PRD1023,4291
2023-12-24,PRD1024,5404
2023-12-24,PRD1025,7710
2023-12-24,PRD1026,1536
2023-12-24,PRD1027,5388
2023-12-24,PRD1028,6640
2023-12-24,PRD1029,3420
2023-12-24,PRD1030,5549
2023-12-24,PRD1031,6080
2023-12-24,PRD1032,1460
2023-12-24,PRD1033,2115
2023-12-24,PRD1034,5790
2023-12-24,PRD1035,7055
2023-12-24,PRD1036,5436
2023-12-24,PRD1037,3801
2023-12-24,PRD1038,3228
2023-12-24,PRD1039,6107
2023-12-24,PRD1040,4711
2023-12-24,PRD1041,3407
2023-12-24,PRD1042,3590
2023-12-24,PRD1043,7451
2023-12-24,PRD1044,3000
2023-12-24,PRD1045,5323
2023-12-24,PRD1046,175
2023-12-24,PRD1047,4184
2023-12-24,PRD1048,6752
2023-12-24,PRD1049,4102
2023-12-31,PRD1000,1892
2023-12-31,PRD1001,4319
2023-12-31,PRD1002,329
2023-12-31,PRD1003,8500
2023-12-31,PRD1004,7291
2023-12-31,PRD1005,9104
2023-12-31,PRD1006,8981
2023-12-31,PRD1007,4020
2023-12-31,PRD1008,9417
2023-12-31,PRD1009,2524
2023-12-31,PRD1010,4917
2023-12-31,PRD1011,7958
2023-12-31,PRD1012,8802
2023-12-31,PRD1013,4710
2023-12-31,PRD1014,8434
2023-12-31,PRD1015,5582
2023-12-31,PRD1016,7785
2023-12-31,PRD1017,5740
2023-12-31,PRD1018,3935
2023-12-31,PRD1019,3278
2023-12-31,PRD1020,9622
2023-12-31,PRD1021,8973
2023-12-31,PRD1022,9220
2023-12-31,PRD1023,7450
2023-12-31,PRD1024,3091
2023-12-31,PRD1025,1763
2023-12-31,PRD1026,4115
2023-12-31,PRD1027,1279
2023-12-31,PRD1028,6713
2023-12-31,PRD1029,6788
2023-12-31,PRD1030,8257
2023-12-31,PRD1031,941
2023-12-31,PRD1032,3592
2023-12-31,PRD1033,619
2023-12-31,PRD1034,7690
2023-12-31,PRD1035,7177
2023-12-31,PRD1036,4657
2023-12-31,PRD1037,5548
2023-12-31,PRD1038,1624
2023-12-31,PRD1039,533
2023-12-31,PRD1040,9336
2023-12-31,PRD1041,3210
2023-12-31,PRD1042,7326
2023-12-31,PRD1043,5225
2023-12-31,PRD1044,6360
2023-12-31,PRD1045,6087
2023-12-31,PRD1046,7000
2023-12-31,PRD1047,9322
2023-12-31,PRD1048,558
2023-12-31,PRD1049,1543
2024-01-07,PRD1000,862
2024-01-07,PRD1001,3193
2024-01-07,PRD1002,1494
2024-01-07,PRD1003,9365
2024-01-07,PRD1004,3842
2024-01-07,PRD1005,7837
2024-01-07,PRD1006,4511
2024-01-07,PRD1007,8567
2024-01-07,PRD1008,2825
2024-01-07,PRD1009,9891
2024-01-07,PRD1010,5645
2024-01-07,PRD1011,2916
2024-01-07,PRD1012,1614
2024-01-07,PRD1013,4529
2024-01-07,PRD1014,8586
2024-01-07,PRD1015,7689
2024-01-07,PRD1016,6781
2024-01-07,PRD1017,1991
2024-01-07,PRD1018,2730
2024-01-07,PRD1019,1264
2024-01-07,PRD1020,3871
2024-01-07,PRD1021,5261
2024-01-07,PRD1022,6605
2024-01-07,PRD1023,8614
2024-01-07,PRD1024,1644
2024-01-07,PRD1025,7387
2024-01-07,PRD1026,7084
2024-01-07,PRD1027,3079
2024-01-07,PRD1028,1031
2024-01-07,PRD1029,8234
2024-01-07,PRD1030,9768
2024-01-07,PRD1031,5550
2024-01-07,PRD1032,2739
2024-01-07,PRD1033,447
2024-01-07,PRD1034,8029
2024-01-07,PRD1035,3159
2024-01-07,PRD1036,1994
2024-01-07,PRD1037,3286
2024-01-07,PRD1038,357
2024-01-07,PRD1039,9231
2024-01-07,PRD1040,2919
2024-01-07,PRD1041,3500
2024-01-07,PRD1042,9145
2024-01-07,PRD1043,2894
2024-01-07,PRD1044,3175
2024-01-07,PRD1045,6132
2024-01-07,PRD1046,6205
2024-01-07,PRD1047,3465
2024-01-07,PRD1048,6301
2024-01-07,PRD1049,3618
2024-01-14,PRD1000,9156
2024-01-14,PRD1001,3560
2024-01-14,PRD1002,4470
2024-01-14,PRD1003,3613
2024-01-14,PRD1004,1833
2024-01-14,PRD1005,2381
2024-01-14,PRD1006,6713
2024-01-14,PRD1007,5871
2024-01-14,PRD1008,4207
2024-01-14,PRD1009,7754
2024-01-14,PRD1010,8696
2024-01-14,PRD1011,6933
2024-01-14,PRD1012,3388
2024-01-14,PRD1013,1388
2024-01-14,PRD1014,8258
2024-01-14,PRD1015,4673
2024-01-14,PRD1016,7761
2024-01-14,PRD1017,2990
2024-01-14,PRD1018,3564
2024-01-14,PRD1019,4179
2024-01-14,PRD1020,8046
2024-01-14,PRD1021,8118
2024-01-14,PRD1022,6397
2024-01-14,PRD1023,3875
2024-01-14,PRD1024,324
2024-01-14,PRD1025,980
2024-01-14,PRD1026,4627
2024-01-14,PRD1027,7335
2024-01-14,PRD1028,6746
2024-01-14,PRD1029,5365
2024-01-14,PRD1030,933
2024-01-14,PRD1031,7465
2024-01-14,PRD1032,427
2024-01-14,PRD1033,1590
2024-01-14,PRD1034,5187
2024-01-14,PRD1035,9837
2024-01-14,PRD1036,2165
2024-01-14,PRD1037,9015
2024-01-14,PRD1038,4681
2024-01-14,PRD1039,2232
2024-01-14,PRD1040,9710
2024-01-14,PRD1041,5037
2024-01-14,PRD1042,7022
2024-01-14,PRD1043,7319
2024-01-14,PRD1044,4466
2024-01-14,PRD1045,896
2024-01-14,PRD1046,4157
2024-01-14,PRD1047,8180
2024-01-14,PRD1048,6008
2024-01-14,PRD1049,4678
2024-01-21,PRD1000,1162
2024-01-21,PRD1001,7442
2024-01-21,PRD1002,2223
2024-01-21,PRD1003,7745
2024-01-21,PRD1004,3297
2024-01-21,PRD1005,8200
2024-01-21,PRD1006,7785
2024-01-21,PRD1007,1352
2024-01-21,PRD1008,101
2024-01-21,PRD1009,7340
2024-01-21,PRD1010,5271
2024-01-21,PRD1011,4384
2024-01-21,PRD1012,7706
2024-01-21,PRD1013,4924
2024-01-21,PRD1014,5544
2024-01-21,PRD1015,1079
2024-01-21,PRD1016,6657
2024-01-21,PRD1017,5052
2024-01-21,PRD1018,7152
2024-01-21,PRD1019,8802
2024-01-21,PRD1020,3014
2024-01-21,PRD1021,3457
2024-01-21,PRD1022,2569
2024-01-21,PRD1023,3938
2024-01-21,PRD1024,408
2024-01-21,PRD1025,6441
2024-01-21,PRD1026,8891
2024-01-21,PRD1027,7458
2024-01-21,PRD1028,7710
2024-01-21,PRD1029,7290
2024-01-21,PRD1030,7454
2024-01-21,PRD1031,8930
2024-01-21,PRD1032,6492
2024-01-21,PRD1033,4419
2024-01-21,PRD1034,2119
2024-01-21,PRD1035,1122
2024-01-21,PRD1036,1939
2024-01-21,PRD1037,452
2024-01-21,PRD1038,7728
2024-01-21,PRD1039,1305
2024-01-21,PRD1040,1744
2024-01-21,PRD1041,7403
2024-01-21,PRD1042,407
2024-01-21,PRD1043,800
2024-01-21,PRD1044,5217
2024-01-21,PRD1045,1597
2024-01-21,PRD1046,6101
2024-01-21,PRD1047,5675
2024-01-21,PRD1048,2379
2024-01-21,PRD1049,5233
2024-01-28,PRD1000,2550
2024-01-28,PRD1001,3944
2024-01-28,PRD1002,2256
2024-01-28,PRD1003,4219
2024-01-28,PRD1004,898
2024-01-28,PRD1005,8243
2024-01-28,PRD1006,4251
2024-01-28,PRD1007,1424
2024-01-28,PRD1008,9741
2024-01-28,PRD1009,1278
2024-01-28,PRD1010,7274
2024-01-28,PRD1011,5427
2024-01-28,PRD1012,6636
2024-01-28,PRD1013,5724
2024-01-28,PRD1014,9119
2024-01-28,PRD1015,2865
2024-01-28,PRD1016,8501
2024-01-28,PRD1017,1781
2024-01-28,PRD1018,6370
2024-01-28,PRD1019,6556
2024-01-28,PRD1020,7506
2024-01-28,PRD1021,7438
2024-01-28,PRD1022,657
2024-01-28,PRD1023,9601
2024-01-28,PRD1024,7263
2024-01-28,PRD1025,7636
2024-01-28,PRD1026,652
2024-01-28,PRD1027,1878
2024-01-28,PRD1028,3780
2024-01-28,PRD1029,8515
2024-01-28,PRD1030,7690
2024-01-28,PRD1031,3475
2024-01-28,PRD1032,3224
2024-01-28,PRD1033,464
2024-01-28,PRD1034,8538
2024-01-28,PRD1035,5314
2024-01-28,PRD1036,5666
2024-01-28,PRD1037,2280
2024-01-28,PRD1038,4886
2024-01-28,PRD1039,5041
2024-01-28,PRD1040,1137
2024-01-28,PRD1041,3405
2024-01-28,PRD1042,9905
2024-01-28,PRD1043,1800
2024-01-28,PRD1044,5683
2024-01-28,PRD1045,5764
2024-01-28,PRD1046,4426
2024-01-28,PRD1047,5748
2024-01-28,PRD1048,6954
2024-01-28,PRD1049,624
2024-02-04,PRD1000,9601
2024-02-04,PRD1001,6946
2024-02-04,PRD1002,7786
2024-02-04,PRD1003,270
2024-02-04,PRD1004,9600
2024-02-04,PRD1005,1858
2024-02-04,PRD1006,9477
2024-02-04,PRD1007,940
2024-02-04,PRD1008,7122
